33438;1-921749724409;FERRAMENTAS GERAIS COMERCIO E IMPORTACAO DE FERRAMENTAS E MAQUINAS LTDA;ROGERIO ANTONIO MINTE ;VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33438;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334382025; $1 028,00 ;01/05/2025;
33439;1-917682209542;COMERCIAL DE ELETRO VEICULOS GASPARETTO LTDA;***;VISTORIA ;B2B - Bucle;Faturado;B2B GPON;33439;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334392025; $1 028,00 ;01/05/2025;
33437;1987194;AMALFI COMERCIO DE ALIMENTOS LTDA;***;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Faturado;B2B GPON;33437;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334372025; $2 056,00 ;01/05/2025;
33440;1960005;SULBRASIL REPRESENTACOES COMERCIAIS LTDA;***;VISTORIA ;B2B - Bucle;Faturado;B2B GPON;33440;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;334402025; $1 028,00 ;01/05/2025;
32270;1989614;DIMED S/A - DISTRIBUIDORA DE MEDICAMENTOS;ROGERIO/ VALDOMIRO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Faturado;B2B GPON;32270;SAM - FATURADO ;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;322702025; $2 056,00 ;01/05/2025;
33441;ORD0048716;PROJETO ALUMINIO LTDA;MARCOS AURELIO/ EVANDRO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33441;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33442;ORD0060117;CATALISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33442;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33448; CTA-301M8EFDJ; INCAVEL ONIBUS E PECAS LTDA; MARCOS AURELIO DA SILVA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33448;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33454;1733055;LABORATORIO DE ANALISES CLINICAS DAS NACOES LTDA;MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33454;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33459;1842371;ARCOS DOURADOS COMERCIO DE ALIMENTOS AS ( Carrefour);EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33459;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33484;ORD0045925; FK ASSESSORIA ADMINISTRATIVA LTDA; MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33484;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33489;CTA-3016M1B45; QUALITERMO I TERMOPLAST TERMOFPAI; ROGERIO ANTONIO MINTE;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33489;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33495; ORD0057085; F2W LOCACOES DE ESCRITORIO LTDA;EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33495;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33502;AUC-301MQG65V-032;DOISA APOIO ADM E CONSULTORIA EMPRESARIAL LTDA;EVANDRO DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33502;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33535;ORD0056433;CONDOMINIO ALL BATEL; GUSTAVO ALVES RODRIGUES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33535;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33537;CTA-301JIIFOR-032;P3 SERVICOS DE APOIO LTDA;ADRIANO SALES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33537;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33538;2002839;STATUS SOLUCOES EM SAUDE LTDA; EVANDRO DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33538;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33550;1-93CSZDL8VC; BANCO MAXINVEST S/A; ROGERIO ANTONIO MINTE;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33550;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33582;CTA-301MD40Z5; SAMEDIL - SERVICOS DE ATENDIMENTO MEDICO S/A;EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33582;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33584;CTA-301MCUFAO; SAMEDIL - SERVICOS DE ATENDIMENTO MEDICO S/A;  RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33584;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33586;2012640; NUCLEO BASICO TECNOLOGIA E INFORMACAO LTDA;EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33586;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33593;2004319; AUGUSTO DE BARROS CORREA - APER ARMAZENAGEM E TRANSPORTES; GUSTAVO ALVES RODRIGUES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33593;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33596;1-922556864667; SICREDI EMPREENDEDORES PR;  RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33596;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33636; 1-923223024543; SICREDI EMPREENDEDORES PR; EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33636;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33637;1-924806896757;KENJI INDUSTRIA QUIMICA LTDA; MARCOS AURELIO DA SILVA ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33637;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33638;CTA-301KN4UAJ-032;VERNALHA GUIMARAES E PEREIRA ADVOGADOS ASSOCIADOS; RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33638;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33700;1996652; TRIBUNAL SUPERIOR ELEITORAL; ROGERIO ANTONIO MINTE;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33700;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33702;2004394;SULCABOS DE ACO INDUSTRIA E COMERCIO LTDA; MARCOS AURELIO DA SILVA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33702;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33721;1836214; ARCOS DOURADOS COMERCIO DE ALIMENTOS AS;GABRIEL HENRIQUE SILVA TELES;VISTORIA;B2B - Bucle;Concluído;B2B GPON;33721;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $1 028,00 ;01/06/2025;
33722;1995809;MAPFRE SEGUROS GERAIS S.A.;CESAR IVONEI SANTIGO;VISTORIA;B2B - Bucle;Concluído;B2B GPON;33722;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $1 028,00 ;01/06/2025;
33719;1-924026847414 ;CONDOR SUPER CENTER LTDA; MIGUEL APARECIDO DE OLIVEIRA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33719;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33745;2006373;VESCOVI COMERCIO DE PECAS E ACESSORIOS LTDA; MARCOS AURELIO DA SILVA;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33745;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33749;ORD0068230;CONDOMINIO EDIFICIO JUAREZ MACHADO;EDERSON, MIGUEL, ANTÔNIO ;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33749;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33797; AUC-301LJTMN7; TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;RODRIGO / ROGERIO;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33797;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33784; 1-925640773094; EDERSON DOS SANTOS DE FREITAS; EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33784;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33796;CTA-301LCNWF7;FLEURY S.A.;MARCOS/DEVACIR;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33796;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33848;2016063;DIPROTEC DISTRIBUIDORA DE PRODUTOS TECNICOS PARA CONSTRUCAO CIVIL LTDA;ROGERIO / RODRIGO;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33848;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33867; 1-917693616637; CONDOMINIO COMPLEXO SHOPPING CURITIBA; EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33867;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
33916;2014988;ATT INFORMATICA LTDA.;GUSTAVO ALVES;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;33916;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
34002;2013117; PIETROSKI SOFTWARE COMPANY LTDA; RODRIGO EULA ESQUIBEL;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;34002;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
34035;ORD0075858;AGILLE LOGISTICA TRANSPORTES LTDA;ROGERIO / EDERSON;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;34035;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;;
34031;2014034;SAPORE S.A.; EDERSON DOS SANTOS DE FREITAS;INSTALAÇÃO/VISTORIA ;B2B - Bucle;Concluído;B2B GPON;34031;SAM - PENDENTE VIVO;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);;Atividade Concluida no campo ;Não se aplica; $2 056,00 ;01/06/2025;
567541;;;;PRCTA_G1I68;OSP Control;Draft - Enviado para a Fila Cidade;ADEQUAÇÃO PREDIAL;34037;SAM - PENDENTE VIVO;80271 - PR - TLO - VIVO ADEQUACAO PREDIAL PRUMADA E ALIVIO;EQUIPE TLSV - Giovanio;Atividade Concluida no campo ;; $7 304,77 ;01/06/2025;
567561;2014161;TELECOMUNICACOES BRASILEIRAS SA TELEBRAS;;PRK0A;OSP Control;Draft - Em levantamento;CORPORATIVO ERB;;PENDENTE ANEXAR NO SAM;;;Atividade Concluida no campo ;;;;
568471;1995809;MAPFRE SEGUROS GERAIS S.A;;PRKIO;OSP Control;Draft - Enviado para a Fila Cidade;CORPORATIVO ERB;34159;PENDENTE ANEXAR NO SAM;80275 - PR - TLO - VIVO CONSTRUCAO B2B (TLSV);EQUIPE TLSV - Gabriel;Atividade Pendente Execução- TLSV;34159; $3 271,95 ;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
